Drug,Gene_Count,Genes,Gene_Sources,Drug_Sources
CRIZOTINIB,180,"ABL1, ABL2, ACTR2, ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, ADORA1, ADORA2A, ADRA2B, ADRA2C, ADRB2, AIP, AKT1, AR, ARAF, AURKA, AVPR2, BCR, BLK, BMPR1A, BMPR1B, BMPR2, BMX, BTK, CAMK1, CAMK2A, CCKAR, CCNB1, CDK2, CDK4, CDK6, CDK7, CDK9, CHEK2, CHRM1, CHRM2, CHUK, CNR1, CSF1R, CSK, CSNK1A1, CSNK1E, CSNK2A1, CSNK2A2, DCK, DCTPP1, DDR2, DMPK, DRD1, DRD3, EGFR, EPHA1, EPHA2, EPHA3, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB4, ERBB2, ERBB3, ESR1, FES, FGFR1, FGFR3, FLT3, FYN, GABRG2, GCGR, GHSR, GNAI2, GRK6, GSK3A, GSK3B, HCK, HDAC1, HDAC2, HDAC6, HIPK2, HIPK3, HMOX2, HRH2, HTR1A, HTR2B, HTR2C, HTR3A, HTT, IGF1R, IKBKB, IKBKE, ILK, INSR, INSRR, IRAK1, ITK, JAK2, LCK, LYN, MAP2K1, MAP2K4, MAP2K5, MAP2K6, MAP3K10, MAP3K2, MAP3K3, MAP3K5, MAP3K7, MAPK1, MAPK11, MAPK14, MAPK3, MAPK6, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK5, MARK3, MC3R, MELK, MERTK, MET, MKNK2, MUSK, MYLK, NEK1, NEK2, NPM1, NR3C1, NTRK1, NTRK2, NTRK3, PAK1, PDGFRA, PDGFRB, PDPK1, PGR, PI4KB, PIP4K2C, PIP5K1A, PKN1, PLK1, POU2F1, PPARG, PRKACA, PRKAR2A, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKD1, PRKD2, PRKG1, PTK2, PTK2B, RAB27A, RAF1, RAN, RET, RIPK1, ROS1, RPS6KA1, RPS6KA3, RPS6KA5, RPS6KA6, SGK3, SRC, STK11, TEK, TGFBR1, TGFBR2, TIE1, TNK2, TTR, TYRO3",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb, TTD"
TOFACITINIB,178,"ABL1, ABL2, ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, ADORA2A, ADRA2B, ADRA2C, ADRB2, AKT1, AR, ARAF, ATR, AURKA, AVPR2, BCR, BLK, BMPR1A, BMPR1B, BMPR2, BMX, BTK, CAMK1, CAMK2A, CDK2, CDK4, CDK6, CDK7, CDK9, CHEK2, CHRM1, CHRM2, CHRM5, CHUK, CNR1, CSF1R, CSK, CSNK1A1, CSNK1E, CSNK2A1, CSNK2A2, DCK, DCTPP1, DDR2, DMPK, DRD1, DRD3, DRD4, EGFR, EPHA1, EPHA2, EPHA3, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB4, ERBB2, ERBB3, ESR1, ESR2, FES, FGFR1, FGFR3, FLT3, FYN, GABBR1, GCGR, GHSR, GSK3A, GSK3B, HCK, HDAC6, HIPK2, HIPK3, HMOX2, HRH2, HTR1A, HTR2B, HTR2C, HTR3A, HTR6, HTR7, HTT, IGF1R, IKBKB, IKBKE, ILK, INSR, INSRR, IRAK1, ITK, JAK2, LCK, LYN, MAP2K1, MAP2K4, MAP2K5, MAP2K6, MAP3K10, MAP3K2, MAP3K3, MAP3K5, MAP3K7, MAPK1, MAPK11, MAPK14, MAPK3, MAPK6, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK5, MARK3, MC3R, MELK, MERTK, MET, MKNK2, MUSK, MYLK, NEK1, NEK2, NR3C1, NTRK1, NTRK2, NTRK3, NTSR1, OPRK1, PAK1, PDGFRA, PDGFRB, PDPK1, PGR, PI4KB, PIP4K2C, PIP5K1A, PKN1, PLK1, PRKACA, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKD1, PRKD2, PRKG1, PTK2, PTK2B, PTPN6, RAF1, RAN, RET, RIPK1, ROS1, RPS6KA1, RPS6KA3, RPS6KA5, RPS6KA6, SGK3, SRC, STAT5A, STAT5B, STK11, TACR1, TEK, TGFBR1, TGFBR2, TIE1, TNK2, TUBA1A, TYRO3",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb"
NINTEDANIB,177,"ABL1, ABL2, ACTR2, ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, ADORA1, ADORA2A, ADRA2B, ADRA2C, ADRB2, AKT1, AR, ARAF, ATR, AURKA, AVPR2, BCR, BDKRB2, BLK, BMPR1A, BMPR1B, BMPR2, BMX, BTK, CAMK1, CAMK2A, CCKAR, CDK2, CDK4, CDK6, CDK7, CDK9, CHEK2, CHRM1, CHRM2, CHUK, CNR1, CSF1R, CSK, CSNK1A1, CSNK1E, CSNK2A1, CSNK2A2, CSNK2B, DCK, DCTPP1, DDR2, DMPK, DRD1, DRD3, EGFR, EPHA1, EPHA2, EPHA3, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB4, ERBB2, ERBB3, ESR1, FES, FGFR1, FGFR3, FLT3, FYN, GABRG2, GHSR, GNAI2, GRK6, GSK3A, GSK3B, HCK, HDAC6, HIPK2, HIPK3, HMOX2, HRH2, HTR1A, HTR2B, HTR2C, HTR3A, HTT, IGF1R, IKBKB, IKBKE, ILK, INSR, INSRR, IRAK1, ITK, JAK2, LCK, LYN, MAP2K1, MAP2K4, MAP2K5, MAP2K6, MAP3K10, MAP3K2, MAP3K3, MAP3K5, MAP3K7, MAPK1, MAPK11, MAPK14, MAPK3, MAPK6, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK5, MARK3, MC3R, MELK, MERTK, MET, MKNK2, MUSK, MYLK, NEK1, NEK2, NR3C1, NTRK1, NTRK2, NTRK3, OPRK1, PAK1, PDGFRA, PDGFRB, PDPK1, PGR, PI4KB, PIP4K2C, PIP5K1A, PKN1, PLK1, PPARG, PRKACA, PRKAR2A, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ, PRKD1, PRKD2, PRKG1, PTK2, PTK2B, RAB27A, RAF1, RAN, RET, RIPK1, ROS1, RPS6KA1, RPS6KA3, RPS6KA5, RPS6KA6, SGK3, SRC, STK11, TEK, TGFBR1, TGFBR2, TIE1, TNK2, TYRO3",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb"
AFATINIB,174,"ABL1, ABL2, ACTR2, ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, ADORA1, ADORA2A, ADRA2B, ADRA2C, ADRB2, AKT1, AR, ARAF, AURKA, AVPR2, BCR, BDKRB2, BLK, BMPR1A, BMPR1B, BMPR2, BMX, BTK, CAMK1, CAMK2A, CCKAR, CDK2, CDK4, CDK6, CDK7, CDK9, CHEK2, CHRM1, CHRM2, CHUK, CNR1, CSF1R, CSK, CSNK1A1, CSNK1E, CSNK2A1, CSNK2A2, DCK, DCTPP1, DDR2, DMPK, DRD1, DRD3, EGFR, EPHA1, EPHA2, EPHA3, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB4, ERBB2, ERBB3, ESR1, FES, FGFR1, FGFR3, FLT3, FYN, GABRG2, GHSR, GNAI2, GSK3A, GSK3B, HCK, HDAC6, HIPK2, HIPK3, HMOX2, HRH2, HTR1A, HTR2B, HTR2C, HTR3A, HTT, IGF1R, IKBKB, IKBKE, ILK, INSR, INSRR, IRAK1, ITK, JAK2, LCK, LYN, MAP2K1, MAP2K4, MAP2K5, MAP2K6, MAP3K10, MAP3K2, MAP3K3, MAP3K5, MAP3K7, MAPK1, MAPK11, MAPK14, MAPK3, MAPK6, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK5, MARK3, MC3R, MELK, MERTK, MET, MKNK2, MUSK, MYLK, NEK1, NEK2, NR3C1, NTRK1, NTRK2, NTRK3, OPRK1, PAK1, PDGFRA, PDGFRB, PDPK1, PGR, PI4KB, PIP4K2C, PIP5K1A, PKN1, PLK1, PPARG, PRKACA, PRKAR2A, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ, PRKD1, PRKD2, PRKG1, PTK2, PTK2B, RAB27A, RAF1, RAN, RET, RIPK1, ROS1, RPS6KA1, RPS6KA3, RPS6KA5, RPS6KA6, SGK3, SRC, STK11, TEK, TGFBR1, TGFBR2, TIE1, TNK2, TYRO3",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb"
AXITINIB,172,"ABL1, ABL2, ACTR2, ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, ADORA1, ADORA2A, ADRA2B, ADRA2C, ADRB2, AKT1, AR, ARAF, AURKA, BCR, BLK, BMPR1A, BMPR1B, BMPR2, BMX, BTK, CAMK1, CAMK2A, CCKAR, CCND3, CDK2, CDK4, CDK6, CDK7, CDK9, CHEK2, CHRM1, CHRM2, CHUK, CNR1, CSF1R, CSK, CSNK1A1, CSNK1E, CSNK2A1, CSNK2A2, DCK, DCTPP1, DDR2, DMPK, DRD1, DRD3, EGFR, EPHA1, EPHA2, EPHA3, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB4, ERBB2, ERBB3, ESR1, FES, FGFR1, FGFR3, FLT3, FYN, GABRG2, GHSR, GNAI2, GRK6, GSK3A, GSK3B, HCK, HDAC6, HIPK2, HIPK3, HMOX2, HTR1A, HTR2B, HTR2C, HTR3A, HTT, IGF1R, IKBKB, IKBKE, ILK, INSR, INSRR, IRAK1, ITK, JAK2, LCK, LYN, MAP2K1, MAP2K4, MAP2K5, MAP2K6, MAP3K10, MAP3K2, MAP3K3, MAP3K5, MAP3K7, MAPK1, MAPK11, MAPK14, MAPK3, MAPK6, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK5, MARK3, MC3R, MELK, MERTK, MET, MKNK2, MUSK, MYLK, NEK1, NEK2, NR3C1, NTRK1, NTRK2, NTRK3, PAK1, PDGFRA, PDGFRB, PDPK1, PGR, PI4KB, PIP4K2C, PIP5K1A, PKN1, PLK1, PPARG, PRKACA, PRKAR2A, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ, PRKD1, PRKD2, PRKG1, PTK2, PTK2B, RAB27A, RAF1, RAN, RET, RIPK1, ROS1, RPS6KA1, RPS6KA3, RPS6KA5, RPS6KA6, SGK3, SRC, STK11, TEK, TGFBR1, TGFBR2, TIE1, TNK2, TYRO3",CT,"ChEMBL, DrugBank, DrugCentral"
FEDRATINIB,172,"ABL1, ABL2, ACTR2, ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, ADORA1, ADORA2A, ADRA2B, ADRA2C, ADRB2, AKT1, AR, ARAF, ATR, AURKA, AVPR2, BCR, BDKRB2, BLK, BMPR1A, BMPR1B, BMPR2, BMX, BTK, CAMK1, CAMK2A, CCKAR, CDK2, CDK4, CDK6, CDK7, CDK9, CHEK2, CHRM1, CHRM2, CHUK, CNR1, CSF1R, CSK, CSNK1A1, CSNK1E, CSNK2A1, CSNK2A2, DCK, DCTPP1, DDR2, DMPK, DRD1, DRD3, EGFR, EPHA1, EPHA2, EPHA3, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB4, ERBB2, ERBB3, ESR1, FES, FGFR1, FGFR3, FLT3, FYN, GHSR, GSK3A, GSK3B, HCK, HDAC1, HDAC6, HIPK2, HIPK3, HMOX2, HRH2, HTR1A, HTR2B, HTR2C, HTR3A, HTT, IGF1R, IKBKB, IKBKE, ILK, INSR, INSRR, IRAK1, ITK, JAK2, LCK, LYN, MAP2K1, MAP2K4, MAP2K5, MAP2K6, MAP3K10, MAP3K2, MAP3K3, MAP3K5, MAP3K7, MAPK1, MAPK11, MAPK14, MAPK3, MAPK6, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK5, MARK3, MC3R, MELK, MERTK, MET, MKNK2, MUSK, MYLK, NEK1, NEK2, NR3C1, NTRK1, NTRK2, NTRK3, OPRK1, PAK1, PDGFRA, PDGFRB, PDPK1, PGR, PI4KB, PIP4K2C, PIP5K1A, PKN1, PLK1, PRKACA, PRKAR2A, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKD1, PRKD2, PRKG1, PTK2, PTK2B, RAB27A, RAF1, RAN, RET, RIPK1, ROS1, RPS6KA1, RPS6KA3, RPS6KA5, RPS6KA6, SGK3, SRC, STK11, TEK, TGFBR1, TGFBR2, TIE1, TNK2, TYRO3",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb, TTD"
ABEMACICLIB,170,"ABL1, ABL2, ACHE, ACTR2, ACVR1, ACVR1B, ACVR2B, ADORA1, ADORA2A, ADRA2B, ADRA2C, ADRB2, AKT1, AR, ARAF, ATR, AURKA, BCR, BLK, BMPR1A, BMPR1B, BMPR2, BMX, BTK, CAMK1, CAMK2A, CCKAR, CCNA1, CCNB1, CCND3, CCNE1, CCNK, CCNT1, CDK2, CDK4, CDK6, CDK7, CDK9, CHEK2, CHRM1, CHRM2, CHUK, CNR1, CSF1R, CSK, CSNK1A1, CSNK1E, CSNK2A1, CSNK2A2, DCK, DCTPP1, DDR2, DMPK, DRD1, DRD3, EGFR, EPHA1, EPHA2, EPHA3, EPHA5, EPHA7, EPHA8, EPHB1, EPHB2, EPHB4, ERBB2, ESR1, FES, FGFR1, FGFR3, FLT3, FYN, GABRG2, GHSR, GNAI2, GRK5, GRK6, GSK3A, GSK3B, HCK, HDAC6, HIPK2, HMOX2, HTR1A, HTR2B, HTR2C, HTR3A, HTT, IGF1R, IKBKB, IKBKE, INSR, INSRR, IRAK1, ITK, JAK2, LCK, LYN, MAP2K1, MAP2K5, MAP2K6, MAP3K10, MAP3K2, MAP3K3, MAP3K5, MAP3K7, MAPK1, MAPK11, MAPK14, MAPK3, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK5, MARK3, MC3R, MELK, MERTK, MET, MKNK2, MNAT1, MUSK, MYLK, NEK1, NEK2, NR3C1, NTRK1, NTRK2, PAK1, PDGFRA, PDGFRB, PDPK1, PGR, PIP4K2C, PKN1, PLK1, PPARG, PRKACA, PRKAR2A, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ, PRKD1, PRKD2, PRKDC, PRKG1, PTK2, PTK2B, PTPN11, RAB27A, RAF1, RAN, RET, ROS1, RPS6KA1, RPS6KA3, RPS6KA5, RPS6KA6, SGK3, SRC, STK11, TEK, TGFBR1, TGFBR2, TNK2, TYRO3",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb"
NERATINIB,162,"ABL1, ABL2, ACTR2, ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, ADORA2A, ADRA2C, ADRB2, AKT1, ARAF, AURKA, AVPR2, BCR, BLK, BMPR1A, BMPR1B, BMPR2, BMX, BTK, CAMK1, CAMK2A, CDK2, CDK4, CDK6, CDK7, CDK9, CHEK2, CHRM1, CHRM2, CHUK, CNR1, CSF1R, CSK, CSNK1A1, CSNK1E, CSNK2A1, CSNK2A2, DCK, DCTPP1, DDR2, DMPK, DRD1, EGFR, EPHA1, EPHA2, EPHA3, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB4, ERBB2, ERBB3, FES, FGFR1, FGFR3, FLT3, FYN, GHSR, GNAI2, GRK6, GSK3A, GSK3B, HCK, HDAC6, HIPK2, HIPK3, HRH2, HTR1A, HTR2B, HTT, IGF1R, IKBKB, IKBKE, ILK, INSR, INSRR, IRAK1, ITK, JAK2, LCK, LYN, MAP2K1, MAP2K4, MAP2K5, MAP2K6, MAP3K10, MAP3K2, MAP3K3, MAP3K5, MAP3K7, MAPK1, MAPK11, MAPK14, MAPK3, MAPK6, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK5, MARK3, MC3R, MELK, MERTK, MET, MKNK2, MUSK, MYLK, NEK1, NEK2, NTRK1, NTRK2, NTRK3, PAK1, PDGFRA, PDGFRB, PDPK1, PI4KB, PIP4K2C, PIP5K1A, PKN1, PLK1, PRKACA, PRKAR2A, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ, PRKD1, PRKD2, PRKG1, PTK2, PTK2B, RAB27A, RAF1, RAN, RET, RIPK1, ROS1, RPS6KA1, RPS6KA3, RPS6KA5, RPS6KA6, SGK3, SRC, STK11, TEK, TGFBR1, TGFBR2, TIE1, TNK2, TRIM24, TYRO3, YAP1",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb"
LAPATINIB,158,"ABL1, ABL2, ACTR2, ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, AKT1, ARAF, ATR, AURKA, BCR, BLK, BMPR1A, BMPR1B, BMPR2, BMX, BTK, CAMK1, CAMK2A, CCND3, CCNE1, CDK2, CDK4, CDK6, CDK7, CDK9, CHEK2, CHUK, CSF1R, CSK, CSNK1A1, CSNK1E, CSNK2A1, CSNK2A2, DCK, DCTPP1, DDR2, DMPK, EGFR, EPHA1, EPHA2, EPHA3, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB4, ERBB2, ERBB3, FES, FGFR1, FGFR3, FLT3, FYN, GNAI2, GRK5, GRK6, GSK3A, GSK3B, HCK, HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HIPK2, HIPK3, HMOX2, IGF1R, IKBKB, IKBKE, ILK, INSR, INSRR, IRAK1, ITK, JAK2, LCK, LYN, MAP2K1, MAP2K4, MAP2K5, MAP2K6, MAP3K10, MAP3K2, MAP3K3, MAP3K5, MAP3K7, MAPK1, MAPK11, MAPK14, MAPK3, MAPK6, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK5, MARK3, MELK, MEN1, MERTK, MET, MKNK2, MUSK, MYLK, NEK1, NEK2, NTRK1, NTRK2, NTRK3, PAK1, PDGFRA, PDGFRB, PDPK1, PI4KB, PIP4K2C, PIP5K1A, PKN1, PLK1, PRKACA, PRKAR2A, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ, PRKD1, PRKD2, PRKG1, PTK2, PTK2B, RAB27A, RAF1, RAN, RET, RIPK1, ROS1, RPS6KA1, RPS6KA3, RPS6KA5, RPS6KA6, SGK3, SRC, STK11, TEK, TGFBR1, TGFBR2, TIE1, TNK2, TUBA1A, TYRO3",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb, TTD"
SELUMETINIB,157,"ABL1, ABL2, ACTR2, ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, ADORA2A, ADRA2C, ADRB2, AKT1, ARAF, AURKA, BCR, BLK, BMPR1A, BMPR1B, BMPR2, BMX, BTK, CAMK1, CAMK2A, CDK2, CDK4, CDK6, CDK7, CDK9, CHEK2, CHRM1, CHRM2, CHUK, CSF1R, CSK, CSNK1A1, CSNK1E, CSNK2A1, CSNK2A2, DCK, DCTPP1, DDR2, DMPK, DRD1, EGFR, EPHA1, EPHA2, EPHA3, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB4, ERBB2, ERBB3, FES, FGFR1, FGFR3, FLT3, FYN, GNAI2, GSK3A, GSK3B, HCK, HIPK2, HIPK3, HMOX2, HRH2, HTR1A, HTR2B, IGF1R, IKBKB, IKBKE, ILK, INSR, INSRR, IRAK1, ITK, JAK2, LCK, LYN, MAP2K1, MAP2K4, MAP2K5, MAP2K6, MAP3K10, MAP3K2, MAP3K3, MAP3K5, MAP3K7, MAPK1, MAPK11, MAPK14, MAPK3, MAPK6, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK5, MARK3, MC3R, MELK, MERTK, MET, MKNK2, MUSK, MYLK, NEK1, NEK2, NTRK1, NTRK2, NTRK3, PAK1, PDGFRA, PDGFRB, PDPK1, PGR, PI4KB, PIP4K2C, PIP5K1A, PKN1, PLK1, PRKACA, PRKAR2A, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ, PRKD1, PRKD2, PRKG1, PTK2, PTK2B, RAB27A, RAF1, RAN, RET, RIPK1, ROS1, RPS6KA1, RPS6KA3, RPS6KA5, RPS6KA6, SGK3, SRC, STK11, TEK, TGFBR1, TGFBR2, TIE1, TNK2, TRIM24, TYRO3",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb, TTD"
PAZOPANIB,155,"ABL1, ABL2, ACHE, ACTR2, ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, AKT1, ARAF, AURKA, BCR, BLK, BMPR1A, BMPR1B, BMPR2, BMX, BTK, CAMK1, CAMK2A, CDK2, CDK4, CDK6, CDK7, CDK9, CHEK2, CHUK, CSF1R, CSK, CSNK1A1, CSNK1E, CSNK2A1, CSNK2A2, DCK, DCTPP1, DDR2, DMPK, EGFR, EPHA1, EPHA2, EPHA3, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB4, ERBB2, ERBB3, FES, FGFR1, FGFR3, FLT3, FYN, GNAI2, GRK5, GRK6, GSK3A, GSK3B, HCK, HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HIPK2, HIPK3, HMOX2, IGF1R, IKBKB, IKBKE, ILK, INSR, INSRR, IRAK1, ITK, JAK2, LCK, LYN, MAP2K1, MAP2K4, MAP2K5, MAP2K6, MAP3K10, MAP3K2, MAP3K3, MAP3K5, MAP3K7, MAPK1, MAPK11, MAPK14, MAPK3, MAPK6, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK5, MARK3, MELK, MERTK, MET, MKNK2, MUSK, MYLK, NEK1, NEK2, NTRK1, NTRK2, NTRK3, PAK1, PARP1, PDGFRA, PDGFRB, PDPK1, PI4KB, PIP4K2C, PIP5K1A, PKN1, PLK1, PRKACA, PRKAR2A, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKD1, PRKD2, PRKG1, PTK2, PTK2B, RAB27A, RAF1, RAN, RET, RIPK1, ROS1, RPS6KA1, RPS6KA3, RPS6KA5, RPS6KA6, SGK3, SRC, STK11, TEK, TGFBR1, TGFBR2, TIE1, TNK2, TUBA1A, TYRO3",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb"
MIDOSTAURIN,154,"ABL1, ABL2, ACTR2, ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, AKT1, ARAF, AURKA, BCR, BLK, BMPR1A, BMPR1B, BMPR2, BMX, BTK, CAMK1, CAMK2A, CCNA1, CCNB1, CCND3, CCNE1, CCNT1, CDK2, CDK4, CDK6, CDK7, CDK9, CHEK2, CHUK, CSF1R, CSK, CSNK1A1, CSNK1E, CSNK2A1, CSNK2A2, CSNK2B, DCK, DCTPP1, DDR2, DMPK, EGFR, EPHA1, EPHA2, EPHA3, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB4, ERBB2, ERBB3, FES, FGFR1, FGFR3, FLT3, FYN, GNAI2, GRK5, GRK6, GSK3A, GSK3B, HCK, HDAC6, HIPK2, HIPK3, HMOX2, IGF1R, IKBKB, IKBKE, ILK, INSR, INSRR, IRAK1, ITK, JAK2, LCK, LYN, MAP2K1, MAP2K4, MAP2K5, MAP2K6, MAP3K10, MAP3K2, MAP3K3, MAP3K5, MAP3K7, MAPK1, MAPK11, MAPK14, MAPK3, MAPK6, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK5, MARK3, MELK, MERTK, MET, MKNK2, MUSK, MYLK, NEK1, NEK2, NTRK1, NTRK2, NTRK3, PAK1, PDGFRA, PDGFRB, PDPK1, PI4KB, PIP4K2C, PIP5K1A, PKN1, PLK1, PRKACA, PRKAR2A, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ, PRKD1, PRKD2, PRKG1, PTK2, PTK2B, RAF1, RAN, RET, RIPK1, ROS1, RPS6KA1, RPS6KA3, RPS6KA5, RPS6KA6, SGK3, SRC, STK11, TEK, TGFBR1, TGFBR2, TIE1, TNK2, TUBA1A, TYRO3",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb, TTD"
RUXOLITINIB,153,"ABL1, ABL2, ACTR2, ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, AKT1, ARAF, AURKA, BCR, BLK, BMPR1A, BMPR1B, BMPR2, BMX, BTK, CAMK1, CAMK2A, CDK2, CDK4, CDK6, CDK7, CDK9, CHEK2, CHUK, CSF1R, CSK, CSNK1A1, CSNK1E, CSNK2A1, CSNK2A2, DCK, DCTPP1, DDR2, DMPK, EGFR, EPHA1, EPHA2, EPHA3, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB4, ERBB2, ERBB3, FES, FGFR1, FGFR3, FLT3, FYN, GNAI2, GSK3A, GSK3B, HCK, HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HIPK2, HIPK3, HMOX2, IGF1R, IKBKB, IKBKE, ILK, INSR, INSRR, IRAK1, ITK, JAK2, LCK, LYN, MAP2K1, MAP2K4, MAP2K5, MAP2K6, MAP3K10, MAP3K2, MAP3K3, MAP3K5, MAP3K7, MAPK1, MAPK11, MAPK14, MAPK3, MAPK6, MAPK7, MAPK8, MAPK9, MAPKAPK2, MAPKAPK5, MARK3, MELK, MERTK, MET, MKNK2, MUSK, MYLK, NEK1, NEK2, NR1H2, NTRK1, NTRK2, NTRK3, PAK1, PDGFRA, PDGFRB, PDPK1, PI4KB, PIP4K2C, PIP5K1A, PKN1, PLAUR, PLK1, PRKACA, PRKAR2A, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKD1, PRKD2, PRKG1, PTK2, PTK2B, RAB27A, RAF1, RAN, RET, RIPK1, ROS1, RPS6KA1, RPS6KA3, RPS6KA5, RPS6KA6, SGK3, SRC, STK11, TEK, TGFBR1, TGFBR2, TIE1, TNK2, TRIM24, TYRO3",CT,"ChEMBL, DrugBank, DrugCentral, GtoPdb, TTD"
