rank_by_AE_burden,cohort_id,drug,file,ae_score_sum_probability,n_AE_events,trial_id_used
651,NCT04809974,Succimer,result_trial_data_NCT04809974_CF_Succimer_AE_mapped.tsv,3.573548,100,trial_2
652,NCT04809974,Fluoxymesterone,result_trial_data_NCT04809974_CF_Fluoxymesterone_AE_mapped.tsv,3.574895,100,trial_2
653,NCT04809974,Ciprofloxacin,result_trial_data_NCT04809974_CF_Ciprofloxacin_AE_mapped.tsv,3.574990,100,trial_2
654,NCT04809974,Modafinil,result_trial_data_NCT04809974_CF_Modafinil_AE_mapped.tsv,3.575925,100,trial_2
655,NCT04809974,Clopidogrel,result_trial_data_NCT04809974_CF_Clopidogrel_AE_mapped.tsv,3.576680,100,trial_2
656,NCT04809974,Zidovudine,result_trial_data_NCT04809974_CF_Zidovudine_AE_mapped.tsv,3.579894,100,trial_2
657,NCT04809974,Valaciclovir,result_trial_data_NCT04809974_CF_Valaciclovir_AE_mapped.tsv,3.580311,100,trial_2
658,NCT04809974,Pergolide,result_trial_data_NCT04809974_CF_Pergolide_AE_mapped.tsv,3.580987,100,trial_2
659,NCT04809974,Rifabutin,result_trial_data_NCT04809974_CF_Rifabutin_AE_mapped.tsv,3.581098,100,trial_2
660,NCT04809974,Thimerosal,result_trial_data_NCT04809974_CF_Thimerosal_AE_mapped.tsv,3.582166,100,trial_2
661,NCT04809974,Pitavastatin,result_trial_data_NCT04809974_CF_Pitavastatin_AE_mapped.tsv,3.586396,100,trial_2
662,NCT04809974,Cladribine,result_trial_data_NCT04809974_CF_Cladribine_AE_mapped.tsv,3.590146,100,trial_2
663,NCT04809974,Tropisetron,result_trial_data_NCT04809974_CF_Tropisetron_AE_mapped.tsv,3.591106,100,trial_2
664,NCT04809974,Fructose,result_trial_data_NCT04809974_CF_Fructose_AE_mapped.tsv,3.592455,100,trial_2
665,NCT04809974,Rifamycin,result_trial_data_NCT04809974_CF_Rifamycin_AE_mapped.tsv,3.597595,100,trial_2
666,NCT04809974,Dantrolene,result_trial_data_NCT04809974_CF_Dantrolene_AE_mapped.tsv,3.601869,100,trial_2
667,NCT04809974,Norethynodrel,result_trial_data_NCT04809974_CF_Norethynodrel_AE_mapped.tsv,3.603316,100,trial_2
668,NCT04809974,Butoconazole,result_trial_data_NCT04809974_CF_Butoconazole_AE_mapped.tsv,3.605060,100,trial_2
669,NCT04809974,Iloprost,result_trial_data_NCT04809974_CF_Iloprost_AE_mapped.tsv,3.607968,100,trial_2
670,NCT04809974,Telithromycin,result_trial_data_NCT04809974_CF_Telithromycin_AE_mapped.tsv,3.609908,100,trial_2
671,NCT04809974,Pipamperone,result_trial_data_NCT04809974_CF_Pipamperone_AE_mapped.tsv,3.612620,100,trial_2
672,NCT04809974,Benzylpenicillin,result_trial_data_NCT04809974_CF_Benzylpenicillin_AE_mapped.tsv,3.614026,100,trial_2
673,NCT04809974,Antipyrine,result_trial_data_NCT04809974_CF_Antipyrine_AE_mapped.tsv,3.614828,100,trial_2
674,NCT04809974,Etoricoxib,result_trial_data_NCT04809974_CF_Etoricoxib_AE_mapped.tsv,3.615989,100,trial_2
675,NCT04809974,Sotalol,result_trial_data_NCT04809974_CF_Sotalol_AE_mapped.tsv,3.616681,100,trial_2
676,NCT04809974,Lacidipine,result_trial_data_NCT04809974_CF_Lacidipine_AE_mapped.tsv,3.618105,100,trial_2
677,NCT04809974,Flavin_mononucleotid,result_trial_data_NCT04809974_CF_Flavin_mononucleotid_AE_mapped.tsv,3.618882,100,trial_2
678,NCT04809974,Oxiconazole,result_trial_data_NCT04809974_CF_Oxiconazole_AE_mapped.tsv,3.619136,100,trial_2
679,NCT04809974,Methoxamine,result_trial_data_NCT04809974_CF_Methoxamine_AE_mapped.tsv,3.623307,100,trial_2
680,NCT04809974,Sulpiride,result_trial_data_NCT04809974_CF_Sulpiride_AE_mapped.tsv,3.624127,100,trial_2
681,NCT04809974,Nefazodone,result_trial_data_NCT04809974_CF_Nefazodone_AE_mapped.tsv,3.625829,100,trial_2
682,NCT04809974,Caspofungin,result_trial_data_NCT04809974_CF_Caspofungin_AE_mapped.tsv,3.626071,100,trial_2
683,NCT04809974,Norgestimate,result_trial_data_NCT04809974_CF_Norgestimate_AE_mapped.tsv,3.626594,100,trial_2
684,NCT04809974,Probucol,result_trial_data_NCT04809974_CF_Probucol_AE_mapped.tsv,3.627525,100,trial_2
685,NCT04809974,Zolmitriptan,result_trial_data_NCT04809974_CF_Zolmitriptan_AE_mapped.tsv,3.627839,100,trial_2
686,NCT04809974,Acetylcholine,result_trial_data_NCT04809974_CF_Acetylcholine_AE_mapped.tsv,3.631323,100,trial_2
687,NCT04809974,Oxaprozin,result_trial_data_NCT04809974_CF_Oxaprozin_AE_mapped.tsv,3.632139,100,trial_2
688,NCT04809974,Amdinocillin,result_trial_data_NCT04809974_CF_Amdinocillin_AE_mapped.tsv,3.633675,100,trial_2
689,NCT04809974,Ergoloid_mesylate,result_trial_data_NCT04809974_CF_Ergoloid_mesylate_AE_mapped.tsv,3.635475,100,trial_2
690,NCT04809974,Cyclosporine,result_trial_data_NCT04809974_CF_Cyclosporine_AE_mapped.tsv,3.636141,100,trial_2
691,NCT04809974,Tubocurarine,result_trial_data_NCT04809974_CF_Tubocurarine_AE_mapped.tsv,3.637861,100,trial_2
692,NCT04809974,Practolol,result_trial_data_NCT04809974_CF_Practolol_AE_mapped.tsv,3.638274,100,trial_2
693,NCT04809974,Mestranol,result_trial_data_NCT04809974_CF_Mestranol_AE_mapped.tsv,3.639203,100,trial_2
694,NCT04809974,Bivalirudin,result_trial_data_NCT04809974_CF_Bivalirudin_AE_mapped.tsv,3.640306,100,trial_2
695,NCT04809974,Zotepine,result_trial_data_NCT04809974_CF_Zotepine_AE_mapped.tsv,3.643014,100,trial_2
696,NCT04809974,Bendazac,result_trial_data_NCT04809974_CF_Bendazac_AE_mapped.tsv,3.647429,100,trial_2
697,NCT04809974,Hydroxyamphetamine,result_trial_data_NCT04809974_CF_Hydroxyamphetamine_AE_mapped.tsv,3.649310,100,trial_2
698,NCT04809974,Deoxycholic_acid,result_trial_data_NCT04809974_CF_Deoxycholic_acid_AE_mapped.tsv,3.656300,100,trial_2
699,NCT04809974,Topiramate,result_trial_data_NCT04809974_CF_Topiramate_AE_mapped.tsv,3.664664,100,trial_2
700,NCT04809974,Guanfacine,result_trial_data_NCT04809974_CF_Guanfacine_AE_mapped.tsv,3.665392,100,trial_2
701,NCT04809974,Doxylamine,result_trial_data_NCT04809974_CF_Doxylamine_AE_mapped.tsv,3.665596,100,trial_2
702,NCT04809974,Flunarizine,result_trial_data_NCT04809974_CF_Flunarizine_AE_mapped.tsv,3.667381,100,trial_2
703,NCT04809974,Alvimopan,result_trial_data_NCT04809974_CF_Alvimopan_AE_mapped.tsv,3.673523,100,trial_2
704,NCT04809974,Diosmin,result_trial_data_NCT04809974_CF_Diosmin_AE_mapped.tsv,3.676953,100,trial_2
705,NCT04809974,Quetiapine,result_trial_data_NCT04809974_CF_Quetiapine_AE_mapped.tsv,3.677478,100,trial_2
706,NCT04809974,Flutamide,result_trial_data_NCT04809974_CF_Flutamide_AE_mapped.tsv,3.678701,100,trial_2
707,NCT04809974,Reboxetine,result_trial_data_NCT04809974_CF_Reboxetine_AE_mapped.tsv,3.678973,100,trial_2
708,NCT04809974,Fosinopril,result_trial_data_NCT04809974_CF_Fosinopril_AE_mapped.tsv,3.681989,100,trial_2
709,NCT04809974,Moxonidine,result_trial_data_NCT04809974_CF_Moxonidine_AE_mapped.tsv,3.682711,100,trial_2
710,NCT04809974,Oxacillin,result_trial_data_NCT04809974_CF_Oxacillin_AE_mapped.tsv,3.686012,100,trial_2
711,NCT04809974,Cefepime,result_trial_data_NCT04809974_CF_Cefepime_AE_mapped.tsv,3.691285,100,trial_2
712,NCT04809974,Mycophenolic_acid,result_trial_data_NCT04809974_CF_Mycophenolic_acid_AE_mapped.tsv,3.691340,100,trial_2
713,NCT04809974,Oxybutynin,result_trial_data_NCT04809974_CF_Oxybutynin_AE_mapped.tsv,3.694937,100,trial_2
714,NCT04809974,Sumatriptan,result_trial_data_NCT04809974_CF_Sumatriptan_AE_mapped.tsv,3.695418,100,trial_2
715,NCT04809974,Zinc_sulfate__unspec,result_trial_data_NCT04809974_CF_Zinc_sulfate__unspec_AE_mapped.tsv,3.698267,100,trial_2
716,NCT04809974,Lopinavir,result_trial_data_NCT04809974_CF_Lopinavir_AE_mapped.tsv,3.699022,100,trial_2
717,NCT04809974,Pentolinium,result_trial_data_NCT04809974_CF_Pentolinium_AE_mapped.tsv,3.706032,100,trial_2
718,NCT04809974,Hexachlorophene,result_trial_data_NCT04809974_CF_Hexachlorophene_AE_mapped.tsv,3.706359,100,trial_2
719,NCT04809974,Idoxuridine,result_trial_data_NCT04809974_CF_Idoxuridine_AE_mapped.tsv,3.711610,100,trial_2
720,NCT04809974,Nafarelin,result_trial_data_NCT04809974_CF_Nafarelin_AE_mapped.tsv,3.711784,100,trial_2
721,NCT04809974,Anastrozole,result_trial_data_NCT04809974_CF_Anastrozole_AE_mapped.tsv,3.718219,100,trial_2
722,NCT04809974,Felodipine,result_trial_data_NCT04809974_CF_Felodipine_AE_mapped.tsv,3.726332,100,trial_2
723,NCT04809974,Metharbital,result_trial_data_NCT04809974_CF_Metharbital_AE_mapped.tsv,3.727635,100,trial_2
724,NCT04809974,Butobarbital,result_trial_data_NCT04809974_CF_Butobarbital_AE_mapped.tsv,3.728775,100,trial_2
725,NCT04809974,Carbocisteine,result_trial_data_NCT04809974_CF_Carbocisteine_AE_mapped.tsv,3.729289,100,trial_2
726,NCT04809974,Linagliptin,result_trial_data_NCT04809974_CF_Linagliptin_AE_mapped.tsv,3.731183,100,trial_2
727,NCT04809974,Vasopressin,result_trial_data_NCT04809974_CF_Vasopressin_AE_mapped.tsv,3.732126,100,trial_2
728,NCT04809974,Escitalopram,result_trial_data_NCT04809974_CF_Escitalopram_AE_mapped.tsv,3.732197,100,trial_2
729,NCT04809974,Gestrinone,result_trial_data_NCT04809974_CF_Gestrinone_AE_mapped.tsv,3.740285,100,trial_2
730,NCT04809974,Finasteride,result_trial_data_NCT04809974_CF_Finasteride_AE_mapped.tsv,3.742252,100,trial_2
731,NCT04809974,Chlorprothixene,result_trial_data_NCT04809974_CF_Chlorprothixene_AE_mapped.tsv,3.742963,100,trial_2
732,NCT04809974,Oxcarbazepine,result_trial_data_NCT04809974_CF_Oxcarbazepine_AE_mapped.tsv,3.743577,100,trial_2
733,NCT04809974,Aminoglutethimide,result_trial_data_NCT04809974_CF_Aminoglutethimide_AE_mapped.tsv,3.747054,100,trial_2
734,NCT04809974,Disopyramide,result_trial_data_NCT04809974_CF_Disopyramide_AE_mapped.tsv,3.748572,100,trial_2
735,NCT04809974,Voglibose,result_trial_data_NCT04809974_CF_Voglibose_AE_mapped.tsv,3.752178,100,trial_2
736,NCT04809974,Tyrosine,result_trial_data_NCT04809974_CF_Tyrosine_AE_mapped.tsv,3.756987,100,trial_2
737,NCT04809974,Ziprasidone,result_trial_data_NCT04809974_CF_Ziprasidone_AE_mapped.tsv,3.757678,100,trial_2
738,NCT04809974,Cyproheptadine,result_trial_data_NCT04809974_CF_Cyproheptadine_AE_mapped.tsv,3.759409,100,trial_2
739,NCT04809974,Praziquantel,result_trial_data_NCT04809974_CF_Praziquantel_AE_mapped.tsv,3.761260,100,trial_2
740,NCT04809974,Amlodipine,result_trial_data_NCT04809974_CF_Amlodipine_AE_mapped.tsv,3.766028,100,trial_2
741,NCT04809974,Omadacycline,result_trial_data_NCT04809974_CF_Omadacycline_AE_mapped.tsv,3.767855,100,trial_2
742,NCT04809974,Benazepril,result_trial_data_NCT04809974_CF_Benazepril_AE_mapped.tsv,3.774629,100,trial_2
743,NCT04809974,Gabapentin,result_trial_data_NCT04809974_CF_Gabapentin_AE_mapped.tsv,3.774861,100,trial_2
744,NCT04809974,Crotamiton,result_trial_data_NCT04809974_CF_Crotamiton_AE_mapped.tsv,3.777599,100,trial_2
745,NCT04809974,Amifampridine,result_trial_data_NCT04809974_CF_Amifampridine_AE_mapped.tsv,3.779291,100,trial_2
746,NCT04809974,Dimethyl_sulfoxide,result_trial_data_NCT04809974_CF_Dimethyl_sulfoxide_AE_mapped.tsv,3.779672,100,trial_2
747,NCT04809974,Cefmetazole,result_trial_data_NCT04809974_CF_Cefmetazole_AE_mapped.tsv,3.780127,100,trial_2
748,NCT04809974,Estrone,result_trial_data_NCT04809974_CF_Estrone_AE_mapped.tsv,3.785847,100,trial_2
749,NCT04809974,Prasugrel,result_trial_data_NCT04809974_CF_Prasugrel_AE_mapped.tsv,3.785949,100,trial_2
750,NCT04809974,Torasemide,result_trial_data_NCT04809974_CF_Torasemide_AE_mapped.tsv,3.788086,100,trial_2
751,NCT04809974,Lamotrigine,result_trial_data_NCT04809974_CF_Lamotrigine_AE_mapped.tsv,3.789436,100,trial_2
752,NCT04809974,Cidofovir,result_trial_data_NCT04809974_CF_Cidofovir_AE_mapped.tsv,3.789492,100,trial_2
753,NCT04809974,Dextropropoxyphene,result_trial_data_NCT04809974_CF_Dextropropoxyphene_AE_mapped.tsv,3.797669,100,trial_2
754,NCT04809974,Chlorthalidone,result_trial_data_NCT04809974_CF_Chlorthalidone_AE_mapped.tsv,3.799318,100,trial_2
755,NCT04809974,Nabilone,result_trial_data_NCT04809974_CF_Nabilone_AE_mapped.tsv,3.803830,100,trial_2
756,NCT04809974,Vinorelbine,result_trial_data_NCT04809974_CF_Vinorelbine_AE_mapped.tsv,3.812313,100,trial_2
757,NCT04809974,Cyclophosphamide,result_trial_data_NCT04809974_CF_Cyclophosphamide_AE_mapped.tsv,3.813207,100,trial_2
758,NCT04809974,Eptifibatide,result_trial_data_NCT04809974_CF_Eptifibatide_AE_mapped.tsv,3.816350,100,trial_2
759,NCT04809974,Fenoldopam,result_trial_data_NCT04809974_CF_Fenoldopam_AE_mapped.tsv,3.816804,100,trial_2
760,NCT04809974,Benzoic_acid,result_trial_data_NCT04809974_CF_Benzoic_acid_AE_mapped.tsv,3.818326,100,trial_2
761,NCT04809974,Metrizamide,result_trial_data_NCT04809974_CF_Metrizamide_AE_mapped.tsv,3.820112,100,trial_2
762,NCT04809974,Enalaprilat,result_trial_data_NCT04809974_CF_Enalaprilat_AE_mapped.tsv,3.823662,100,trial_2
763,NCT04809974,Diethylstilbestrol,result_trial_data_NCT04809974_CF_Diethylstilbestrol_AE_mapped.tsv,3.824245,100,trial_2
764,NCT04809974,Flumazenil,result_trial_data_NCT04809974_CF_Flumazenil_AE_mapped.tsv,3.824333,100,trial_2
765,NCT04809974,Meropenem,result_trial_data_NCT04809974_CF_Meropenem_AE_mapped.tsv,3.826906,100,trial_2
766,NCT04809974,Chlorpropamide,result_trial_data_NCT04809974_CF_Chlorpropamide_AE_mapped.tsv,3.826940,100,trial_2
767,NCT04809974,Clenbuterol,result_trial_data_NCT04809974_CF_Clenbuterol_AE_mapped.tsv,3.830938,100,trial_2
768,NCT04809974,Letrozole,result_trial_data_NCT04809974_CF_Letrozole_AE_mapped.tsv,3.831519,100,trial_2
769,NCT04809974,Phenelzine,result_trial_data_NCT04809974_CF_Phenelzine_AE_mapped.tsv,3.833275,100,trial_2
770,NCT04809974,Periciazine,result_trial_data_NCT04809974_CF_Periciazine_AE_mapped.tsv,3.835344,100,trial_2
771,NCT04809974,Esketamine,result_trial_data_NCT04809974_CF_Esketamine_AE_mapped.tsv,3.836623,100,trial_2
772,NCT04809974,Ganciclovir,result_trial_data_NCT04809974_CF_Ganciclovir_AE_mapped.tsv,3.837806,100,trial_2
773,NCT04809974,Flurazepam,result_trial_data_NCT04809974_CF_Flurazepam_AE_mapped.tsv,3.839693,100,trial_2
774,NCT04809974,Mebendazole,result_trial_data_NCT04809974_CF_Mebendazole_AE_mapped.tsv,3.840083,100,trial_2
775,NCT04809974,Levetiracetam,result_trial_data_NCT04809974_CF_Levetiracetam_AE_mapped.tsv,3.845270,100,trial_2
776,NCT04809974,Acetazolamide,result_trial_data_NCT04809974_CF_Acetazolamide_AE_mapped.tsv,3.847876,100,trial_2
777,NCT04809974,Dapagliflozin,result_trial_data_NCT04809974_CF_Dapagliflozin_AE_mapped.tsv,3.848055,100,trial_2
778,NCT04809974,Cimetidine,result_trial_data_NCT04809974_CF_Cimetidine_AE_mapped.tsv,3.854467,100,trial_2
779,NCT04809974,Brompheniramine,result_trial_data_NCT04809974_CF_Brompheniramine_AE_mapped.tsv,3.855422,100,trial_2
780,NCT04809974,Dexbrompheniramine,result_trial_data_NCT04809974_CF_Dexbrompheniramine_AE_mapped.tsv,3.855422,100,trial_2
781,NCT04809974,Mitotane,result_trial_data_NCT04809974_CF_Mitotane_AE_mapped.tsv,3.868685,100,trial_2
782,NCT04809974,Colchicine,result_trial_data_NCT04809974_CF_Colchicine_AE_mapped.tsv,3.870388,100,trial_2
783,NCT04809974,Secobarbital,result_trial_data_NCT04809974_CF_Secobarbital_AE_mapped.tsv,3.872387,100,trial_2
784,NCT04809974,Trimipramine,result_trial_data_NCT04809974_CF_Trimipramine_AE_mapped.tsv,3.878336,100,trial_2
785,NCT04809974,Butenafine,result_trial_data_NCT04809974_CF_Butenafine_AE_mapped.tsv,3.881746,100,trial_2
786,NCT04809974,Dyclonine,result_trial_data_NCT04809974_CF_Dyclonine_AE_mapped.tsv,3.882509,100,trial_2
787,NCT04809974,Mazindol,result_trial_data_NCT04809974_CF_Mazindol_AE_mapped.tsv,3.885030,100,trial_2
788,NCT04809974,Mitoxantrone,result_trial_data_NCT04809974_CF_Mitoxantrone_AE_mapped.tsv,3.886117,100,trial_2
789,NCT04809974,Rescinnamine,result_trial_data_NCT04809974_CF_Rescinnamine_AE_mapped.tsv,3.892058,100,trial_2
790,NCT04809974,Leflunomide,result_trial_data_NCT04809974_CF_Leflunomide_AE_mapped.tsv,3.892064,100,trial_2
791,NCT04809974,Celiprolol,result_trial_data_NCT04809974_CF_Celiprolol_AE_mapped.tsv,3.893368,100,trial_2
792,NCT04809974,Famciclovir,result_trial_data_NCT04809974_CF_Famciclovir_AE_mapped.tsv,3.898290,100,trial_2
793,NCT04809974,Dihydroergotamine,result_trial_data_NCT04809974_CF_Dihydroergotamine_AE_mapped.tsv,3.901598,100,trial_2
794,NCT04809974,Colfosceril_palmitat,result_trial_data_NCT04809974_CF_Colfosceril_palmitat_AE_mapped.tsv,3.901903,100,trial_2
795,NCT04809974,Dexamethasone_acetat,result_trial_data_NCT04809974_CF_Dexamethasone_acetat_AE_mapped.tsv,3.905424,100,trial_2
796,NCT04809974,Fenbufen,result_trial_data_NCT04809974_CF_Fenbufen_AE_mapped.tsv,3.914952,100,trial_2
797,NCT04809974,Hydroquinone,result_trial_data_NCT04809974_CF_Hydroquinone_AE_mapped.tsv,3.915134,100,trial_2
798,NCT04809974,Diacerein,result_trial_data_NCT04809974_CF_Diacerein_AE_mapped.tsv,3.917717,100,trial_2
799,NCT04809974,Estradiol_benzoate,result_trial_data_NCT04809974_CF_Estradiol_benzoate_AE_mapped.tsv,3.920429,100,trial_2
800,NCT04809974,Moexipril,result_trial_data_NCT04809974_CF_Moexipril_AE_mapped.tsv,3.921985,100,trial_2
801,NCT04809974,Nalidixic_acid,result_trial_data_NCT04809974_CF_Nalidixic_acid_AE_mapped.tsv,3.929982,100,trial_2
802,NCT04809974,Mequitazine,result_trial_data_NCT04809974_CF_Mequitazine_AE_mapped.tsv,3.930339,100,trial_2
803,NCT04809974,Magnesium_chloride,result_trial_data_NCT04809974_CF_Magnesium_chloride_AE_mapped.tsv,3.931652,100,trial_2
804,NCT04809974,Darifenacin,result_trial_data_NCT04809974_CF_Darifenacin_AE_mapped.tsv,3.931764,100,trial_2
805,NCT04809974,Megestrol_acetate,result_trial_data_NCT04809974_CF_Megestrol_acetate_AE_mapped.tsv,3.931801,100,trial_2
806,NCT04809974,Perhexiline,result_trial_data_NCT04809974_CF_Perhexiline_AE_mapped.tsv,3.932658,100,trial_2
807,NCT04809974,Levorphanol,result_trial_data_NCT04809974_CF_Levorphanol_AE_mapped.tsv,3.933586,100,trial_2
808,NCT04809974,Olanzapine,result_trial_data_NCT04809974_CF_Olanzapine_AE_mapped.tsv,3.939084,100,trial_2
809,NCT04809974,Warfarin,result_trial_data_NCT04809974_CF_Warfarin_AE_mapped.tsv,3.943523,100,trial_2
810,NCT04809974,Formestane,result_trial_data_NCT04809974_CF_Formestane_AE_mapped.tsv,3.943734,100,trial_2
811,NCT04809974,Sulfamethazine,result_trial_data_NCT04809974_CF_Sulfamethazine_AE_mapped.tsv,3.949181,100,trial_2
812,NCT04809974,Echothiophate,result_trial_data_NCT04809974_CF_Echothiophate_AE_mapped.tsv,3.951518,100,trial_2
813,NCT04809974,Amoxapine,result_trial_data_NCT04809974_CF_Amoxapine_AE_mapped.tsv,3.955005,100,trial_2
814,NCT04809974,Prednisone,result_trial_data_NCT04809974_CF_Prednisone_AE_mapped.tsv,3.956887,100,trial_2
815,NCT04809974,Procyclidine,result_trial_data_NCT04809974_CF_Procyclidine_AE_mapped.tsv,3.957656,100,trial_2
816,NCT04809974,Saxagliptin,result_trial_data_NCT04809974_CF_Saxagliptin_AE_mapped.tsv,3.958920,100,trial_2
817,NCT04809974,Homatropine_methylbr,result_trial_data_NCT04809974_CF_Homatropine_methylbr_AE_mapped.tsv,3.961976,100,trial_2
818,NCT04809974,Metoclopramide,result_trial_data_NCT04809974_CF_Metoclopramide_AE_mapped.tsv,3.964492,100,trial_2
819,NCT04809974,Diflunisal,result_trial_data_NCT04809974_CF_Diflunisal_AE_mapped.tsv,3.964753,100,trial_2
820,NCT04809974,Niclosamide,result_trial_data_NCT04809974_CF_Niclosamide_AE_mapped.tsv,3.965018,100,trial_2
821,NCT04809974,Tolterodine,result_trial_data_NCT04809974_CF_Tolterodine_AE_mapped.tsv,3.972395,100,trial_2
822,NCT04809974,Ivabradine,result_trial_data_NCT04809974_CF_Ivabradine_AE_mapped.tsv,3.974334,100,trial_2
823,NCT04809974,Lincomycin,result_trial_data_NCT04809974_CF_Lincomycin_AE_mapped.tsv,3.980602,100,trial_2
824,NCT04809974,Almotriptan,result_trial_data_NCT04809974_CF_Almotriptan_AE_mapped.tsv,3.980829,100,trial_2
825,NCT04809974,Ciprofibrate,result_trial_data_NCT04809974_CF_Ciprofibrate_AE_mapped.tsv,3.983151,100,trial_2
826,NCT04809974,Fluorouracil,result_trial_data_NCT04809974_CF_Fluorouracil_AE_mapped.tsv,3.983296,100,trial_2
827,NCT04809974,Primidone,result_trial_data_NCT04809974_CF_Primidone_AE_mapped.tsv,3.983510,100,trial_2
828,NCT04809974,Cefradine,result_trial_data_NCT04809974_CF_Cefradine_AE_mapped.tsv,3.983724,100,trial_2
829,NCT04809974,Chlortetracycline,result_trial_data_NCT04809974_CF_Chlortetracycline_AE_mapped.tsv,3.984728,100,trial_2
830,NCT04809974,Dicloxacillin,result_trial_data_NCT04809974_CF_Dicloxacillin_AE_mapped.tsv,3.984941,100,trial_2
831,NCT04809974,Rizatriptan,result_trial_data_NCT04809974_CF_Rizatriptan_AE_mapped.tsv,3.985295,100,trial_2
832,NCT04809974,Darunavir,result_trial_data_NCT04809974_CF_Darunavir_AE_mapped.tsv,3.985486,100,trial_2
833,NCT04809974,Gemfibrozil,result_trial_data_NCT04809974_CF_Gemfibrozil_AE_mapped.tsv,3.988688,100,trial_2
834,NCT04809974,Bromodiphenhydramine,result_trial_data_NCT04809974_CF_Bromodiphenhydramine_AE_mapped.tsv,3.989725,100,trial_2
835,NCT04809974,Atovaquone,result_trial_data_NCT04809974_CF_Atovaquone_AE_mapped.tsv,3.990406,100,trial_2
836,NCT04809974,Penbutolol,result_trial_data_NCT04809974_CF_Penbutolol_AE_mapped.tsv,3.991409,100,trial_2
837,NCT04809974,Canrenone,result_trial_data_NCT04809974_CF_Canrenone_AE_mapped.tsv,3.994853,100,trial_2
838,NCT04809974,Benziodarone,result_trial_data_NCT04809974_CF_Benziodarone_AE_mapped.tsv,3.999004,100,trial_2
839,NCT04809974,Aprepitant,result_trial_data_NCT04809974_CF_Aprepitant_AE_mapped.tsv,4.000573,100,trial_2
840,NCT04809974,Zinc_chloride,result_trial_data_NCT04809974_CF_Zinc_chloride_AE_mapped.tsv,4.004674,100,trial_2
841,NCT04809974,Estradiol_cypionate,result_trial_data_NCT04809974_CF_Estradiol_cypionate_AE_mapped.tsv,4.009462,100,trial_2
842,NCT04809974,Metixene,result_trial_data_NCT04809974_CF_Metixene_AE_mapped.tsv,4.016225,100,trial_2
843,NCT04809974,Quinine,result_trial_data_NCT04809974_CF_Quinine_AE_mapped.tsv,4.016317,100,trial_2
844,NCT04809974,Troleandomycin,result_trial_data_NCT04809974_CF_Troleandomycin_AE_mapped.tsv,4.016386,100,trial_2
845,NCT04809974,Racecadotril,result_trial_data_NCT04809974_CF_Racecadotril_AE_mapped.tsv,4.016793,100,trial_2
846,NCT04809974,Silodosin,result_trial_data_NCT04809974_CF_Silodosin_AE_mapped.tsv,4.018650,100,trial_2
847,NCT04809974,Edrophonium,result_trial_data_NCT04809974_CF_Edrophonium_AE_mapped.tsv,4.018761,100,trial_2
848,NCT04809974,Ethoxzolamide,result_trial_data_NCT04809974_CF_Ethoxzolamide_AE_mapped.tsv,4.020722,100,trial_2
849,NCT04809974,Chlormezanone,result_trial_data_NCT04809974_CF_Chlormezanone_AE_mapped.tsv,4.023111,100,trial_2
850,NCT04809974,Aceclofenac,result_trial_data_NCT04809974_CF_Aceclofenac_AE_mapped.tsv,4.023314,100,trial_2
851,NCT04809974,Valganciclovir,result_trial_data_NCT04809974_CF_Valganciclovir_AE_mapped.tsv,4.025316,100,trial_2
852,NCT04809974,Molindone,result_trial_data_NCT04809974_CF_Molindone_AE_mapped.tsv,4.027031,100,trial_2
853,NCT04809974,Ritonavir,result_trial_data_NCT04809974_CF_Ritonavir_AE_mapped.tsv,4.029638,100,trial_2
854,NCT04809974,Delamanid,result_trial_data_NCT04809974_CF_Delamanid_AE_mapped.tsv,4.030426,100,trial_2
855,NCT04809974,Azilsartan_medoxomil,result_trial_data_NCT04809974_CF_Azilsartan_medoxomil_AE_mapped.tsv,4.030672,100,trial_2
856,NCT04809974,Moxisylyte,result_trial_data_NCT04809974_CF_Moxisylyte_AE_mapped.tsv,4.032093,100,trial_2
857,NCT04809974,Vinblastine,result_trial_data_NCT04809974_CF_Vinblastine_AE_mapped.tsv,4.032931,100,trial_2
858,NCT04809974,Diphenylpyraline,result_trial_data_NCT04809974_CF_Diphenylpyraline_AE_mapped.tsv,4.036917,100,trial_2
859,NCT04809974,Menadione,result_trial_data_NCT04809974_CF_Menadione_AE_mapped.tsv,4.039020,100,trial_2
860,NCT04809974,Tioguanine,result_trial_data_NCT04809974_CF_Tioguanine_AE_mapped.tsv,4.039445,100,trial_2
861,NCT04809974,Zafirlukast,result_trial_data_NCT04809974_CF_Zafirlukast_AE_mapped.tsv,4.041410,100,trial_2
862,NCT04809974,Cinnarizine,result_trial_data_NCT04809974_CF_Cinnarizine_AE_mapped.tsv,4.041816,100,trial_2
863,NCT04809974,Aliskiren,result_trial_data_NCT04809974_CF_Aliskiren_AE_mapped.tsv,4.042347,100,trial_2
864,NCT04809974,Pefloxacin,result_trial_data_NCT04809974_CF_Pefloxacin_AE_mapped.tsv,4.048827,100,trial_2
865,NCT04809974,Cyclopenthiazide,result_trial_data_NCT04809974_CF_Cyclopenthiazide_AE_mapped.tsv,4.050442,100,trial_2
866,NCT04809974,Propiverine,result_trial_data_NCT04809974_CF_Propiverine_AE_mapped.tsv,4.054568,100,trial_2
867,NCT04809974,Quercetin,result_trial_data_NCT04809974_CF_Quercetin_AE_mapped.tsv,4.060130,100,trial_2
