rank,drug,file,P_drug_gt_placebo,P_placebo_gt_drug
909,Pindolol,result_trial_data_NCT04809974_CF_Pindolol.json,0.520998,0.479002
910,Diclofenac,result_trial_data_NCT04809974_CF_Diclofenac.json,0.520994,0.479006
911,Bepridil,result_trial_data_NCT04809974_CF_Bepridil.json,0.520993,0.479007
912,Succinylcholine,result_trial_data_NCT04809974_CF_Succinylcholine.json,0.520992,0.479008
913,Cefalotin,result_trial_data_NCT04809974_CF_Cefalotin.json,0.520991,0.479009
914,Oxyphenonium,result_trial_data_NCT04809974_CF_Oxyphenonium.json,0.520985,0.479015
915,Procaine,result_trial_data_NCT04809974_CF_Procaine.json,0.520981,0.479019
916,Vasopressin,result_trial_data_NCT04809974_CF_Vasopressin.json,0.520969,0.479031
917,Gamolenic_acid,result_trial_data_NCT04809974_CF_Gamolenic_acid.json,0.520964,0.479036
918,Temozolomide,result_trial_data_NCT04809974_CF_Temozolomide.json,0.520959,0.479041
919,Amlodipine,result_trial_data_NCT04809974_CF_Amlodipine.json,0.520959,0.479041
920,Linagliptin,result_trial_data_NCT04809974_CF_Linagliptin.json,0.520956,0.479044
921,Proglumide,result_trial_data_NCT04809974_CF_Proglumide.json,0.520952,0.479048
922,Vernakalant,result_trial_data_NCT04809974_CF_Vernakalant.json,0.520949,0.479051
923,Mepenzolate,result_trial_data_NCT04809974_CF_Mepenzolate.json,0.520946,0.479054
924,Dinoprostone,result_trial_data_NCT04809974_CF_Dinoprostone.json,0.520945,0.479055
925,Neratinib,result_trial_data_NCT04809974_CF_Neratinib.json,0.520942,0.479058
926,Adapalene,result_trial_data_NCT04809974_CF_Adapalene.json,0.520931,0.479069
927,Quizartinib,result_trial_data_NCT04809974_CF_Quizartinib.json,0.520930,0.479070
928,Camphor,result_trial_data_NCT04809974_CF_Camphor.json,0.520926,0.479074
929,Thimerosal,result_trial_data_NCT04809974_CF_Thimerosal.json,0.520923,0.479077
930,Nifurtimox,result_trial_data_NCT04809974_CF_Nifurtimox.json,0.520920,0.479080
931,Isosorbide_dinitrate,result_trial_data_NCT04809974_CF_Isosorbide_dinitrate.json,0.520919,0.479081
932,Lidoflazine,result_trial_data_NCT04809974_CF_Lidoflazine.json,0.520919,0.479081
933,Amoxicillin,result_trial_data_NCT04809974_CF_Amoxicillin.json,0.520908,0.479092
934,Telotristat_ethyl,result_trial_data_NCT04809974_CF_Telotristat_ethyl.json,0.520907,0.479093
935,Dopexamine,result_trial_data_NCT04809974_CF_Dopexamine.json,0.520906,0.479094
936,Oxycodone,result_trial_data_NCT04809974_CF_Oxycodone.json,0.520905,0.479095
937,Triclabendazole,result_trial_data_NCT04809974_CF_Triclabendazole.json,0.520903,0.479097
938,Isoconazole,result_trial_data_NCT04809974_CF_Isoconazole.json,0.520902,0.479098
939,Periciazine,result_trial_data_NCT04809974_CF_Periciazine.json,0.520902,0.479098
940,beta_Sitosterol,result_trial_data_NCT04809974_CF_beta_Sitosterol.json,0.520889,0.479111
941,Benzthiazide,result_trial_data_NCT04809974_CF_Benzthiazide.json,0.520889,0.479111
942,Tolterodine,result_trial_data_NCT04809974_CF_Tolterodine.json,0.520888,0.479112
943,Pipenzolate,result_trial_data_NCT04809974_CF_Pipenzolate.json,0.520880,0.479120
944,Vortioxetine,result_trial_data_NCT04809974_CF_Vortioxetine.json,0.520877,0.479123
945,Sorbitol,result_trial_data_NCT04809974_CF_Sorbitol.json,0.520877,0.479123
946,Propantheline,result_trial_data_NCT04809974_CF_Propantheline.json,0.520876,0.479124
947,Pitolisant,result_trial_data_NCT04809974_CF_Pitolisant.json,0.520869,0.479131
948,Bergapten,result_trial_data_NCT04809974_CF_Bergapten.json,0.520868,0.479132
949,Isosorbide_mononitra,result_trial_data_NCT04809974_CF_Isosorbide_mononitra.json,0.520860,0.479140
950,Carprofen,result_trial_data_NCT04809974_CF_Carprofen.json,0.520858,0.479142
951,Masoprocol,result_trial_data_NCT04809974_CF_Masoprocol.json,0.520854,0.479146
952,Desonide,result_trial_data_NCT04809974_CF_Desonide.json,0.520854,0.479146
953,Mupirocin,result_trial_data_NCT04809974_CF_Mupirocin.json,0.520850,0.479150
954,Benznidazole,result_trial_data_NCT04809974_CF_Benznidazole.json,0.520849,0.479151
955,Enoxacin,result_trial_data_NCT04809974_CF_Enoxacin.json,0.520849,0.479151
956,Rimexolone,result_trial_data_NCT04809974_CF_Rimexolone.json,0.520849,0.479151
957,Didanosine,result_trial_data_NCT04809974_CF_Didanosine.json,0.520848,0.479152
958,Lomefloxacin,result_trial_data_NCT04809974_CF_Lomefloxacin.json,0.520846,0.479154
959,Clothiapine,result_trial_data_NCT04809974_CF_Clothiapine.json,0.520842,0.479158
960,Hydroxyamphetamine,result_trial_data_NCT04809974_CF_Hydroxyamphetamine.json,0.520839,0.479161
961,Sulfanilamide,result_trial_data_NCT04809974_CF_Sulfanilamide.json,0.520839,0.479161
962,Aceclofenac,result_trial_data_NCT04809974_CF_Aceclofenac.json,0.520839,0.479161
963,Methocarbamol,result_trial_data_NCT04809974_CF_Methocarbamol.json,0.520837,0.479163
964,Desogestrel,result_trial_data_NCT04809974_CF_Desogestrel.json,0.520836,0.479164
965,Chloroform,result_trial_data_NCT04809974_CF_Chloroform.json,0.520836,0.479164
966,Lofepramine,result_trial_data_NCT04809974_CF_Lofepramine.json,0.520835,0.479165
967,Fursultiamine,result_trial_data_NCT04809974_CF_Fursultiamine.json,0.520835,0.479165
968,Dihydrotachysterol,result_trial_data_NCT04809974_CF_Dihydrotachysterol.json,0.520828,0.479172
969,Prednisone,result_trial_data_NCT04809974_CF_Prednisone.json,0.520825,0.479175
970,Vilanterol,result_trial_data_NCT04809974_CF_Vilanterol.json,0.520823,0.479177
971,Metixene,result_trial_data_NCT04809974_CF_Metixene.json,0.520819,0.479181
972,Azathioprine,result_trial_data_NCT04809974_CF_Azathioprine.json,0.520817,0.479183
973,Remoxipride,result_trial_data_NCT04809974_CF_Remoxipride.json,0.520817,0.479183
974,Doxazosin,result_trial_data_NCT04809974_CF_Doxazosin.json,0.520816,0.479184
975,Desoximetasone,result_trial_data_NCT04809974_CF_Desoximetasone.json,0.520814,0.479186
976,Doxepin,result_trial_data_NCT04809974_CF_Doxepin.json,0.520808,0.479192
977,Chlorprothixene,result_trial_data_NCT04809974_CF_Chlorprothixene.json,0.520807,0.479193
978,Terodiline,result_trial_data_NCT04809974_CF_Terodiline.json,0.520806,0.479194
979,Revefenacin,result_trial_data_NCT04809974_CF_Revefenacin.json,0.520802,0.479198
980,Celecoxib,result_trial_data_NCT04809974_CF_Celecoxib.json,0.520802,0.479198
981,Ethoxzolamide,result_trial_data_NCT04809974_CF_Ethoxzolamide.json,0.520802,0.479198
982,Clebopride,result_trial_data_NCT04809974_CF_Clebopride.json,0.520801,0.479199
983,Kanamycin,result_trial_data_NCT04809974_CF_Kanamycin.json,0.520793,0.479207
984,Cefixime,result_trial_data_NCT04809974_CF_Cefixime.json,0.520792,0.479208
985,Hexylresorcinol,result_trial_data_NCT04809974_CF_Hexylresorcinol.json,0.520780,0.479220
986,Lapatinib,result_trial_data_NCT04809974_CF_Lapatinib.json,0.520780,0.479220
987,Gentamicin,result_trial_data_NCT04809974_CF_Gentamicin.json,0.520767,0.479233
988,Hexetidine,result_trial_data_NCT04809974_CF_Hexetidine.json,0.520766,0.479234
989,Chlortetracycline,result_trial_data_NCT04809974_CF_Chlortetracycline.json,0.520764,0.479236
990,Carbenoxolone,result_trial_data_NCT04809974_CF_Carbenoxolone.json,0.520762,0.479238
991,Perphenazine,result_trial_data_NCT04809974_CF_Perphenazine.json,0.520758,0.479242
992,Zanubrutinib,result_trial_data_NCT04809974_CF_Zanubrutinib.json,0.520745,0.479255
993,Pirprofen,result_trial_data_NCT04809974_CF_Pirprofen.json,0.520743,0.479257
994,Etodolac,result_trial_data_NCT04809974_CF_Etodolac.json,0.520735,0.479265
995,Felodipine,result_trial_data_NCT04809974_CF_Felodipine.json,0.520735,0.479265
996,Triamterene,result_trial_data_NCT04809974_CF_Triamterene.json,0.520732,0.479268
997,Ornidazole,result_trial_data_NCT04809974_CF_Ornidazole.json,0.520730,0.479270
998,Sparfloxacin,result_trial_data_NCT04809974_CF_Sparfloxacin.json,0.520725,0.479275
999,Polyvinyl_alcohol,result_trial_data_NCT04809974_CF_Polyvinyl_alcohol.json,0.520720,0.479280
1000,Isoxicam,result_trial_data_NCT04809974_CF_Isoxicam.json,0.520719,0.479281
1001,Pamidronic_acid,result_trial_data_NCT04809974_CF_Pamidronic_acid.json,0.520717,0.479283
1002,Sulindac,result_trial_data_NCT04809974_CF_Sulindac.json,0.520716,0.479284
1003,Disopyramide,result_trial_data_NCT04809974_CF_Disopyramide.json,0.520713,0.479287
1004,Methazolamide,result_trial_data_NCT04809974_CF_Methazolamide.json,0.520707,0.479293
1005,Oxamniquine,result_trial_data_NCT04809974_CF_Oxamniquine.json,0.520702,0.479298
1006,Metformin,result_trial_data_NCT04809974_CF_Metformin.json,0.520693,0.479307
1007,Norethisterone,result_trial_data_NCT04809974_CF_Norethisterone.json,0.520689,0.479311
1008,Metipranolol,result_trial_data_NCT04809974_CF_Metipranolol.json,0.520683,0.479317
1009,Glycerin,result_trial_data_NCT04809974_CF_Glycerin.json,0.520681,0.479319
1010,Estriol,result_trial_data_NCT04809974_CF_Estriol.json,0.520680,0.479320
1011,Tizanidine,result_trial_data_NCT04809974_CF_Tizanidine.json,0.520679,0.479321
1012,Bepotastine,result_trial_data_NCT04809974_CF_Bepotastine.json,0.520675,0.479325
1013,Isocarboxazid,result_trial_data_NCT04809974_CF_Isocarboxazid.json,0.520655,0.479345
1014,Mercaptopurine,result_trial_data_NCT04809974_CF_Mercaptopurine.json,0.520655,0.479345
1015,CI_1040,result_trial_data_NCT04809974_CF_CI_1040.json,0.520646,0.479354
1016,Chlormadinone_acetat,result_trial_data_NCT04809974_CF_Chlormadinone_acetat.json,0.520644,0.479356
1017,Doxylamine,result_trial_data_NCT04809974_CF_Doxylamine.json,0.520639,0.479361
1018,Oxaliplatin,result_trial_data_NCT04809974_CF_Oxaliplatin.json,0.520638,0.479362
1019,Trovafloxacin,result_trial_data_NCT04809974_CF_Trovafloxacin.json,0.520634,0.479366
1020,Cefuroxime,result_trial_data_NCT04809974_CF_Cefuroxime.json,0.520631,0.479369
1021,Probucol,result_trial_data_NCT04809974_CF_Probucol.json,0.520630,0.479370
1022,Zinc_acetate,result_trial_data_NCT04809974_CF_Zinc_acetate.json,0.520626,0.479374
1023,Prasugrel,result_trial_data_NCT04809974_CF_Prasugrel.json,0.520625,0.479375
1024,Fipexide,result_trial_data_NCT04809974_CF_Fipexide.json,0.520614,0.479386
1025,Entecavir,result_trial_data_NCT04809974_CF_Entecavir.json,0.520613,0.479387
1026,Etoposide,result_trial_data_NCT04809974_CF_Etoposide.json,0.520613,0.479387
1027,Iloperidone,result_trial_data_NCT04809974_CF_Iloperidone.json,0.520602,0.479398
1028,Hydralazine,result_trial_data_NCT04809974_CF_Hydralazine.json,0.520602,0.479398
1029,Dexamethasone,result_trial_data_NCT04809974_CF_Dexamethasone.json,0.520601,0.479399
1030,Sulfamerazine,result_trial_data_NCT04809974_CF_Sulfamerazine.json,0.520595,0.479405
1031,Gemifloxacin,result_trial_data_NCT04809974_CF_Gemifloxacin.json,0.520594,0.479406
1032,Tramadol,result_trial_data_NCT04809974_CF_Tramadol.json,0.520593,0.479407
1033,Encainide,result_trial_data_NCT04809974_CF_Encainide.json,0.520591,0.479409
1034,Carbidopa,result_trial_data_NCT04809974_CF_Carbidopa.json,0.520585,0.479415
1035,Trimethobenzamide,result_trial_data_NCT04809974_CF_Trimethobenzamide.json,0.520585,0.479415
1036,Minocycline,result_trial_data_NCT04809974_CF_Minocycline.json,0.520576,0.479424
1037,Metoclopramide,result_trial_data_NCT04809974_CF_Metoclopramide.json,0.520568,0.479432
1038,Ertapenem,result_trial_data_NCT04809974_CF_Ertapenem.json,0.520568,0.479432
1039,Practolol,result_trial_data_NCT04809974_CF_Practolol.json,0.520562,0.479438
1040,Verapamil,result_trial_data_NCT04809974_CF_Verapamil.json,0.520562,0.479438
1041,Anthralin,result_trial_data_NCT04809974_CF_Anthralin.json,0.520558,0.479442
1042,Diflunisal,result_trial_data_NCT04809974_CF_Diflunisal.json,0.520557,0.479443
1043,Cyclothiazide,result_trial_data_NCT04809974_CF_Cyclothiazide.json,0.520548,0.479452
1044,Iodipamide,result_trial_data_NCT04809974_CF_Iodipamide.json,0.520542,0.479458
1045,Procainamide,result_trial_data_NCT04809974_CF_Procainamide.json,0.520540,0.479460
1046,Glibornuride,result_trial_data_NCT04809974_CF_Glibornuride.json,0.520537,0.479463
1047,Quinethazone,result_trial_data_NCT04809974_CF_Quinethazone.json,0.520530,0.479470
1048,Orphenadrine,result_trial_data_NCT04809974_CF_Orphenadrine.json,0.520528,0.479472
1049,Betahistine,result_trial_data_NCT04809974_CF_Betahistine.json,0.520525,0.479475
1050,Phenacetin,result_trial_data_NCT04809974_CF_Phenacetin.json,0.520514,0.479486
1051,Tegaserod,result_trial_data_NCT04809974_CF_Tegaserod.json,0.520509,0.479491
1052,Praziquantel,result_trial_data_NCT04809974_CF_Praziquantel.json,0.520508,0.479492
1053,Lorlatinib,result_trial_data_NCT04809974_CF_Lorlatinib.json,0.520501,0.479499
1054,Perazine,result_trial_data_NCT04809974_CF_Perazine.json,0.520500,0.479500
1055,Cefodizime,result_trial_data_NCT04809974_CF_Cefodizime.json,0.520497,0.479503
1056,Astemizole,result_trial_data_NCT04809974_CF_Astemizole.json,0.520495,0.479505
1057,Hydroxyprogesterone_,result_trial_data_NCT04809974_CF_Hydroxyprogesterone_.json,0.520493,0.479507
1058,Penfluridol,result_trial_data_NCT04809974_CF_Penfluridol.json,0.520492,0.479508
1059,Bazedoxifene,result_trial_data_NCT04809974_CF_Bazedoxifene.json,0.520492,0.479508
1060,Ticarcillin,result_trial_data_NCT04809974_CF_Ticarcillin.json,0.520487,0.479513
1061,Alectinib,result_trial_data_NCT04809974_CF_Alectinib.json,0.520485,0.479515
1062,Gabapentin,result_trial_data_NCT04809974_CF_Gabapentin.json,0.520483,0.479517
1063,Mifepristone,result_trial_data_NCT04809974_CF_Mifepristone.json,0.520480,0.479520
1064,Cefpiramide,result_trial_data_NCT04809974_CF_Cefpiramide.json,0.520472,0.479528
1065,Levodopa,result_trial_data_NCT04809974_CF_Levodopa.json,0.520468,0.479532
1066,Norfloxacin,result_trial_data_NCT04809974_CF_Norfloxacin.json,0.520462,0.479538
1067,Tripelennamine,result_trial_data_NCT04809974_CF_Tripelennamine.json,0.520454,0.479546
1068,Colchicine,result_trial_data_NCT04809974_CF_Colchicine.json,0.520447,0.479553
1069,Ixazomib,result_trial_data_NCT04809974_CF_Ixazomib.json,0.520447,0.479553
1070,Acetohexamide,result_trial_data_NCT04809974_CF_Acetohexamide.json,0.520446,0.479554
1071,Flunisolide,result_trial_data_NCT04809974_CF_Flunisolide.json,0.520439,0.479561
1072,Atenolol,result_trial_data_NCT04809974_CF_Atenolol.json,0.520439,0.479561
1073,Tazobactam,result_trial_data_NCT04809974_CF_Tazobactam.json,0.520438,0.479562
1074,Piperacillin,result_trial_data_NCT04809974_CF_Piperacillin.json,0.520435,0.479565
1075,Alfacalcidol,result_trial_data_NCT04809974_CF_Alfacalcidol.json,0.520428,0.479572
1076,Alimemazine,result_trial_data_NCT04809974_CF_Alimemazine.json,0.520428,0.479572
1077,Dibenzepin,result_trial_data_NCT04809974_CF_Dibenzepin.json,0.520419,0.479581
1078,Muzolimine,result_trial_data_NCT04809974_CF_Muzolimine.json,0.520418,0.479582
1079,Canagliflozin,result_trial_data_NCT04809974_CF_Canagliflozin.json,0.520416,0.479584
1080,Penbutolol,result_trial_data_NCT04809974_CF_Penbutolol.json,0.520413,0.479587
1081,Lamivudine,result_trial_data_NCT04809974_CF_Lamivudine.json,0.520412,0.479588
1082,Enasidenib,result_trial_data_NCT04809974_CF_Enasidenib.json,0.520409,0.479591
1083,Febuxostat,result_trial_data_NCT04809974_CF_Febuxostat.json,0.520404,0.479596
1084,Flucloxacillin,result_trial_data_NCT04809974_CF_Flucloxacillin.json,0.520399,0.479601
1085,Tazarotene,result_trial_data_NCT04809974_CF_Tazarotene.json,0.520398,0.479602
1086,Indomethacin,result_trial_data_NCT04809974_CF_Indomethacin.json,0.520394,0.479606
1087,Imidapril,result_trial_data_NCT04809974_CF_Imidapril.json,0.520393,0.479607
1088,Rifaximin,result_trial_data_NCT04809974_CF_Rifaximin.json,0.520392,0.479608
1089,Tubocurarine,result_trial_data_NCT04809974_CF_Tubocurarine.json,0.520386,0.479614
1090,Dextrothyroxine,result_trial_data_NCT04809974_CF_Dextrothyroxine.json,0.520379,0.479621
1091,Colfosceril_palmitat,result_trial_data_NCT04809974_CF_Colfosceril_palmitat.json,0.520372,0.479628
1092,Chlorphenesin_carbam,result_trial_data_NCT04809974_CF_Chlorphenesin_carbam.json,0.520366,0.479634
1093,Brigatinib,result_trial_data_NCT04809974_CF_Brigatinib.json,0.520362,0.479638
1094,Pentoxyverine,result_trial_data_NCT04809974_CF_Pentoxyverine.json,0.520360,0.479640
1095,Ondansetron,result_trial_data_NCT04809974_CF_Ondansetron.json,0.520360,0.479640
1096,Macimorelin,result_trial_data_NCT04809974_CF_Macimorelin.json,0.520358,0.479642
1097,Tipiracil,result_trial_data_NCT04809974_CF_Tipiracil.json,0.520350,0.479650
1098,Clofedanol,result_trial_data_NCT04809974_CF_Clofedanol.json,0.520348,0.479652
1099,Lumiracoxib,result_trial_data_NCT04809974_CF_Lumiracoxib.json,0.520347,0.479653
1100,Carfilzomib,result_trial_data_NCT04809974_CF_Carfilzomib.json,0.520345,0.479655
1101,Enalaprilat,result_trial_data_NCT04809974_CF_Enalaprilat.json,0.520339,0.479661
1102,Cephaloglycin,result_trial_data_NCT04809974_CF_Cephaloglycin.json,0.520339,0.479661
1103,Phenol,result_trial_data_NCT04809974_CF_Phenol.json,0.520338,0.479662
1104,Propiomazine,result_trial_data_NCT04809974_CF_Propiomazine.json,0.520337,0.479663
1105,Loxoprofen,result_trial_data_NCT04809974_CF_Loxoprofen.json,0.520336,0.479664
1106,Levamisole,result_trial_data_NCT04809974_CF_Levamisole.json,0.520334,0.479666
1107,Pentolinium,result_trial_data_NCT04809974_CF_Pentolinium.json,0.520328,0.479672
1108,Nicergoline,result_trial_data_NCT04809974_CF_Nicergoline.json,0.520323,0.479677
1109,Suvorexant,result_trial_data_NCT04809974_CF_Suvorexant.json,0.520322,0.479678
1110,Benzethonium,result_trial_data_NCT04809974_CF_Benzethonium.json,0.520314,0.479686
1111,Imipramine,result_trial_data_NCT04809974_CF_Imipramine.json,0.520308,0.479692
1112,Phentolamine,result_trial_data_NCT04809974_CF_Phentolamine.json,0.520308,0.479692
1113,Iprindole,result_trial_data_NCT04809974_CF_Iprindole.json,0.520303,0.479697
1114,Tannic_acid,result_trial_data_NCT04809974_CF_Tannic_acid.json,0.520300,0.479700
1115,Masitinib,result_trial_data_NCT04809974_CF_Masitinib.json,0.520299,0.479701
1116,Nalbuphine,result_trial_data_NCT04809974_CF_Nalbuphine.json,0.520298,0.479702
1117,Diosmin,result_trial_data_NCT04809974_CF_Diosmin.json,0.520297,0.479703
1118,Droperidol,result_trial_data_NCT04809974_CF_Droperidol.json,0.520296,0.479704
1119,Lamotrigine,result_trial_data_NCT04809974_CF_Lamotrigine.json,0.520296,0.479704
1120,Cilazapril,result_trial_data_NCT04809974_CF_Cilazapril.json,0.520295,0.479705
1121,Triprolidine,result_trial_data_NCT04809974_CF_Triprolidine.json,0.520292,0.479708
1122,Amdinocillin,result_trial_data_NCT04809974_CF_Amdinocillin.json,0.520291,0.479709
1123,Umeclidinium,result_trial_data_NCT04809974_CF_Umeclidinium.json,0.520291,0.479709
1124,Proxyphylline,result_trial_data_NCT04809974_CF_Proxyphylline.json,0.520288,0.479712
1125,Trifluoperazine,result_trial_data_NCT04809974_CF_Trifluoperazine.json,0.520285,0.479715
1126,Lorazepam,result_trial_data_NCT04809974_CF_Lorazepam.json,0.520271,0.479729
1127,Pancuronium,result_trial_data_NCT04809974_CF_Pancuronium.json,0.520271,0.479729
1128,Povidone,result_trial_data_NCT04809974_CF_Povidone.json,0.520270,0.479730
1129,Moxonidine,result_trial_data_NCT04809974_CF_Moxonidine.json,0.520266,0.479734
1130,Losartan,result_trial_data_NCT04809974_CF_Losartan.json,0.520263,0.479737
1131,Baclofen,result_trial_data_NCT04809974_CF_Baclofen.json,0.520263,0.479737
1132,Benzylpenicillin,result_trial_data_NCT04809974_CF_Benzylpenicillin.json,0.520262,0.479738
1133,Docetaxel,result_trial_data_NCT04809974_CF_Docetaxel.json,0.520260,0.479740
1134,Ticagrelor,result_trial_data_NCT04809974_CF_Ticagrelor.json,0.520251,0.479749
1135,Venlafaxine,result_trial_data_NCT04809974_CF_Venlafaxine.json,0.520245,0.479755
1136,Diphemanil,result_trial_data_NCT04809974_CF_Diphemanil.json,0.520238,0.479762
1137,Triamcinolone,result_trial_data_NCT04809974_CF_Triamcinolone.json,0.520232,0.479768
1138,Carbinoxamine,result_trial_data_NCT04809974_CF_Carbinoxamine.json,0.520230,0.479770
1139,Picotamide,result_trial_data_NCT04809974_CF_Picotamide.json,0.520226,0.479774
1140,Drospirenone,result_trial_data_NCT04809974_CF_Drospirenone.json,0.520224,0.479776
1141,Nitrofurantoin,result_trial_data_NCT04809974_CF_Nitrofurantoin.json,0.520222,0.479778
1142,Fedratinib,result_trial_data_NCT04809974_CF_Fedratinib.json,0.520212,0.479788
1143,Tioguanine,result_trial_data_NCT04809974_CF_Tioguanine.json,0.520209,0.479791
1144,Trametinib,result_trial_data_NCT04809974_CF_Trametinib.json,0.520208,0.479792
1145,Irbesartan,result_trial_data_NCT04809974_CF_Irbesartan.json,0.520202,0.479798
1146,Amisulpride,result_trial_data_NCT04809974_CF_Amisulpride.json,0.520202,0.479798
1147,Clopidogrel,result_trial_data_NCT04809974_CF_Clopidogrel.json,0.520196,0.479804
1148,Gestrinone,result_trial_data_NCT04809974_CF_Gestrinone.json,0.520194,0.479806
1149,Ethynodiol_diacetate,result_trial_data_NCT04809974_CF_Ethynodiol_diacetate.json,0.520188,0.479812
1150,Tirbanibulin,result_trial_data_NCT04809974_CF_Tirbanibulin.json,0.520184,0.479816
1151,Erdafitinib,result_trial_data_NCT04809974_CF_Erdafitinib.json,0.520173,0.479827
1152,Diethylcarbamazine,result_trial_data_NCT04809974_CF_Diethylcarbamazine.json,0.520164,0.479836
1153,Atovaquone,result_trial_data_NCT04809974_CF_Atovaquone.json,0.520164,0.479836
1154,Roxithromycin,result_trial_data_NCT04809974_CF_Roxithromycin.json,0.520151,0.479849
1155,Benzphetamine,result_trial_data_NCT04809974_CF_Benzphetamine.json,0.520149,0.479851
1156,Thenalidine,result_trial_data_NCT04809974_CF_Thenalidine.json,0.520148,0.479852
1157,Chlorambucil,result_trial_data_NCT04809974_CF_Chlorambucil.json,0.520143,0.479857
1158,Gallamine,result_trial_data_NCT04809974_CF_Gallamine.json,0.520136,0.479864
1159,Clavulanic_acid,result_trial_data_NCT04809974_CF_Clavulanic_acid.json,0.520135,0.479865
1160,Cyproterone_acetate,result_trial_data_NCT04809974_CF_Cyproterone_acetate.json,0.520131,0.479869
1161,Lanatoside_C,result_trial_data_NCT04809974_CF_Lanatoside_C.json,0.520126,0.479874
1162,Ivermectin,result_trial_data_NCT04809974_CF_Ivermectin.json,0.520123,0.479877
1163,Sibutramine,result_trial_data_NCT04809974_CF_Sibutramine.json,0.520122,0.479878
1164,Imipenem,result_trial_data_NCT04809974_CF_Imipenem.json,0.520114,0.479886
1165,Cycloserine,result_trial_data_NCT04809974_CF_Cycloserine.json,0.520114,0.479886
1166,Aripiprazole,result_trial_data_NCT04809974_CF_Aripiprazole.json,0.520092,0.479908
1167,Fosfomycin,result_trial_data_NCT04809974_CF_Fosfomycin.json,0.520089,0.479911
1168,Perphenazine_enantha,result_trial_data_NCT04809974_CF_Perphenazine_enantha.json,0.520079,0.479921
1169,Diphenhydramine,result_trial_data_NCT04809974_CF_Diphenhydramine.json,0.520071,0.479929
1170,Piracetam,result_trial_data_NCT04809974_CF_Piracetam.json,0.520071,0.479929
1171,Tetracycline,result_trial_data_NCT04809974_CF_Tetracycline.json,0.520068,0.479932
1172,Perindopril,result_trial_data_NCT04809974_CF_Perindopril.json,0.520066,0.479934
1173,Pirenzepine,result_trial_data_NCT04809974_CF_Pirenzepine.json,0.520060,0.479940
1174,Tertatolol,result_trial_data_NCT04809974_CF_Tertatolol.json,0.520058,0.479942
1175,Tiopronin,result_trial_data_NCT04809974_CF_Tiopronin.json,0.520056,0.479944
1176,Cefepime,result_trial_data_NCT04809974_CF_Cefepime.json,0.520052,0.479948
1177,Ceftazidime,result_trial_data_NCT04809974_CF_Ceftazidime.json,0.520050,0.479950
1178,Flecainide,result_trial_data_NCT04809974_CF_Flecainide.json,0.520049,0.479951
1179,Chlormezanone,result_trial_data_NCT04809974_CF_Chlormezanone.json,0.520048,0.479952
1180,Allylestrenol,result_trial_data_NCT04809974_CF_Allylestrenol.json,0.520045,0.479955
1181,Oxaprozin,result_trial_data_NCT04809974_CF_Oxaprozin.json,0.520044,0.479956
1182,Diethylstilbestrol,result_trial_data_NCT04809974_CF_Diethylstilbestrol.json,0.520040,0.479960
1183,Fenoprofen,result_trial_data_NCT04809974_CF_Fenoprofen.json,0.520035,0.479965
1184,Aminobenzoic_acid,result_trial_data_NCT04809974_CF_Aminobenzoic_acid.json,0.520033,0.479967
1185,Buflomedil,result_trial_data_NCT04809974_CF_Buflomedil.json,0.520033,0.479967
1186,Methimazole,result_trial_data_NCT04809974_CF_Methimazole.json,0.520027,0.479973
1187,Cyclophosphamide,result_trial_data_NCT04809974_CF_Cyclophosphamide.json,0.520025,0.479975
1188,Oxyphencyclimine,result_trial_data_NCT04809974_CF_Oxyphencyclimine.json,0.520020,0.479980
1189,Dexketoprofen,result_trial_data_NCT04809974_CF_Dexketoprofen.json,0.520002,0.479998
1190,Pivmecillinam,result_trial_data_NCT04809974_CF_Pivmecillinam.json,0.519991,0.480009
1191,Acipimox,result_trial_data_NCT04809974_CF_Acipimox.json,0.519989,0.480011
1192,Mibefradil,result_trial_data_NCT04809974_CF_Mibefradil.json,0.519978,0.480022
1193,Methyltestosterone,result_trial_data_NCT04809974_CF_Methyltestosterone.json,0.519977,0.480023
1194,Niclosamide,result_trial_data_NCT04809974_CF_Niclosamide.json,0.519971,0.480029
1195,Ethotoin,result_trial_data_NCT04809974_CF_Ethotoin.json,0.519961,0.480039
1196,Chlorpropamide,result_trial_data_NCT04809974_CF_Chlorpropamide.json,0.519952,0.480048
1197,Feprazone,result_trial_data_NCT04809974_CF_Feprazone.json,0.519949,0.480051
1198,Olanzapine,result_trial_data_NCT04809974_CF_Olanzapine.json,0.519938,0.480062
1199,Phthalylsulfathiazol,result_trial_data_NCT04809974_CF_Phthalylsulfathiazol.json,0.519938,0.480062
1200,Sulfamethoxazole,result_trial_data_NCT04809974_CF_Sulfamethoxazole.json,0.519932,0.480068
1201,Tegafur,result_trial_data_NCT04809974_CF_Tegafur.json,0.519928,0.480072
1202,Saxagliptin,result_trial_data_NCT04809974_CF_Saxagliptin.json,0.519920,0.480080
1203,Ribavirin,result_trial_data_NCT04809974_CF_Ribavirin.json,0.519909,0.480091
1204,Mephenesin,result_trial_data_NCT04809974_CF_Mephenesin.json,0.519907,0.480093
1205,Ropinirole,result_trial_data_NCT04809974_CF_Ropinirole.json,0.519903,0.480097
1206,Nalfurafine,result_trial_data_NCT04809974_CF_Nalfurafine.json,0.519902,0.480098
